Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
1125_9th_st_miami_beach,1125 9th St Miami Beach,"<p>Enjoy the new place purchase without worrying about lots aspects and nuances we can easily solve.</p>
<p><strong><span style=""text-decoration: underline;"">Your trust will be justified.</span></strong></p>
<p>Taking into consideration all your demands and wishes we will find an ideal solution: neighbors, area, number of rooms, floor, condo or house - individual approach to each client is our main principle. We know that search for a suitable house and its purchase can't be compared with everyday shopping. First of all, it is more expensive and requires a more careful attitude. If you are going to find a new home, then you are looking for a place where you can just forget about all your problems and relax. You need a place to hide from everyday fuss and have a cup of tea with your friends and relatives.</p>
<p>Or, maybe, you are going to find a place for loud parties you are going to organize for your mates and colleagues. No matter what you wish to turn it into, the most important thing is to find the suitable one for your particular occasion and that is our task. We have a long list of multitude propositions. Homes for sale, homes for rent, professional recommendations what to pay attention at, price scale for various budget solutions. Trust our experience and we will help you make the right choice. Our website is made to become your reliable guide being organized in a simple manner, so you can easily find the needed proposition. True-to-life photos, comprehensive descriptions. We are always ready to get in touch and answer all your questions.</p>
<p><span style=""text-decoration: underline;""><em>All information is carefully checked and constantly renewed. Let us take all your troubles concerning the new place search. You will be pleased with the result. Enjoy the new place purchase without worrying about lots aspects and nuances we can easily solve. </em></span></p>
<p>Your trust will be justified. We know that search for a suitable house and its purchase can't be compared with everyday shopping. First of all, it is more expensive and requires a more careful attitude. If you are going to find a new home, then you are looking for a place where you can just forget about all your problems and relax. You need a place to hide from everyday fuss and have a cup of tea with your friends and relatives.</p>",Apparelix,Beach Homes,Homes for Sale,true,Interior,Bright,Size,30x30m,Fullness,furnished,,1199.978614835,shopify,100,continue,manual,1600.00,1900.00,true,true,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/1125_9th_st_miami_beach_1.png?v=1619020670,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/1125_9th_st_miami_beach_1.png?v=1619020670,lb,,,active
1125_9th_st_miami_beach,,,,,,,,Dark,,30x30m,,furnished,,2500.0,shopify,100,deny,manual,1000.00,1300.00,true,true,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/1125_9th_st_miami_beach_2.png?v=1619020670,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/1125_9th_st_miami_beach_2.png?v=1619020670,kg,,,
1125_9th_st_miami_beach,,,,,,,,Bright,,90x90m,,furnished,,800.000862969,shopify,1,deny,manual,800.00,1200.00,true,true,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/1125_9th_st_miami_beach_3.png?v=1619020670,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/1125_9th_st_miami_beach_3.png?v=1619020670,oz,,,
1125_9th_st_miami_beach,,,,,,,,Dark,,90x90m,,empty,,100.0,shopify,13,continue,manual,1500.00,1700.00,true,true,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/1125_9th_st_miami_beach_4.png?v=1619020670,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/1125_9th_st_miami_beach_4.png?v=1619020670,g,,,
1125_9th_st_miami_beach,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/1125_9th_st_miami_beach_5.png?v=1619020670,5,,,,,,,,,,,,,,,,,,,,,,
1017_3rd_ave,1017 3rd Ave,"<p><em>Let us take all your troubles concerning the new place search. You will be pleased with the result. </em></p>
<p>Enjoy the new place purchase without worrying about lots aspects and nuances we can easily solve.</p>
<p><strong>Your trust will be justified.</strong> Taking into consideration all your demands and wishes we will find an ideal solution: neighbors, area, number of rooms, floor, condo or house - individual approach to each client is our main principle. We know that search for a suitable house and its purchase can't be compared with everyday shopping.</p>
<p><span style=""text-decoration: underline;"">First of all, it is more expensive and requires a more careful attitude.</span> If you are going to find a new home, then you are looking for a place where you can just forget about all your problems and relax. You need a place to hide from everyday fuss and have a cup of tea with your friends and relatives. Or, maybe, you are going to find a place for loud parties you are going to organize for your mates and colleagues. No matter what you wish to turn it into, the most important thing is to find the suitable one for your particular occasion and that is our task. We have a long list of multitude propositions. Homes for sale, homes for rent, professional recommendations what to pay attention at, price scale for various budget solutions.</p>
<p>Trust our experience and we will help you make the right choice. Our website is made to become your reliable guide being organized in a simple manner, so you can easily find the needed proposition. True-to-life photos, comprehensive descriptions. We are always ready to get in touch and answer all your questions. All information is carefully checked and constantly renewed. Let us take all your troubles concerning the new place search. You will be pleased with the result. Enjoy the new place purchase without worrying about lots aspects and nuances we can easily solve. Your trust will be justified. If you are going to find a new home, then you are looking for a place where you can just forget about all your problems and relax. You need a place to hide from everyday fuss and have a cup of tea with your friends and relatives. Or, maybe, you are going to find a place for loud parties you are going to organize for your mates and colleagues.</p>",Apparelix,Waterfront Homes,"",true,Title,Default Title,,,,,654654654-56,0.0,shopify,0,deny,manual,1700.00,,true,false,'541265746854231,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/1017_3rd_ave_1.png?v=1619020657,1,,false,,,,,,,,,,,,,,,,,kg,,,active
1017_3rd_ave,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/1017_3rd_ave_2.png?v=1619020657,2,,,,,,,,,,,,,,,,,,,,,,
1017_3rd_ave,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/1017_3rd_ave_3.png?v=1619020657,3,,,,,,,,,,,,,,,,,,,,,,
1017_3rd_ave,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/1017_3rd_ave_4.png?v=1619020657,4,,,,,,,,,,,,,,,,,,,,,,
1017_3rd_ave,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/1017_3rd_ave_5.png?v=1619020657,5,,,,,,,,,,,,,,,,,,,,,,
330_spring_st_4c_new_york,330 Spring St 4C New York,"<p><strong>If you are looking for a place to buy or rent, we know what to offer you. </strong></p>
<p><span style=""text-decoration: underline;"">Taking into consideration all your demands and wishes we will find an ideal solution: neighbors, area, number of rooms, floor, condo or house - individual approach to each client is our main principle. </span></p>
<p>We know that search for a suitable house and its purchase can't be compared with everyday shopping. First of all, it is more expensive and requires a more careful attitude. If you are going to find a new home, then you are looking for a place where you can just forget about all your problems and relax. You need a place to hide from everyday fuss and have a cup of tea with your friends and relatives. <span style=""text-decoration: underline;"">Or, maybe, you are going to find a place for loud parties you are going to organize for your mates and colleagues.</span> No matter what you wish to turn it into, the most important thing is to find the suitable one for your particular occasion and that is our task. We have a long list of multitude propositions. Homes for sale, homes for rent, professional recommendations what to pay attention at, price scale for various budget solutions. Trust our experience and we will help you make the right choice.</p>
<p>Our website is made to become your reliable guide being organized in a simple manner, so you can easily find the needed proposition. True-to-life photos, comprehensive descriptions. We are always ready to get in touch and answer all your questions. All information is carefully checked and constantly renewed. Let us take all your troubles concerning the new place search. You will be pleased with the result. <em>Enjoy the new place purchase without worrying about lots aspects and nuances we can easily solve. Your trust will be justified.</em> Taking into consideration all your demands and wishes we will find an ideal solution: neighbors, area, number of rooms, floor, condo or house - individual approach to each client is our main principle. We know that search for a suitable house and its purchase can't be compared with everyday shopping. First of all, it is more expensive and requires a more careful attitude. If you are going to find a new home, then you are looking for a place where you can just forget about all your problems and relax. </p>",Apparelix,Luxury Homes,"Blog, Homes, Shipping Info & Return Policies",true,Title,Default Title,,,,,'327038,4500.0,shopify,100,deny,manual,1200.00,1900.00,true,true,555-6322-1,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/330_spring_st_4c_new_york_1.png?v=1619020642,1,,false,,,,,,,,,,,,,,,,,kg,,,active
330_spring_st_4c_new_york,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/330_spring_st_4c_new_york_2.png?v=1619020642,2,,,,,,,,,,,,,,,,,,,,,,
330_spring_st_4c_new_york,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/330_spring_st_4c_new_york_3.png?v=1619020642,3,,,,,,,,,,,,,,,,,,,,,,
330_spring_st_4c_new_york,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/330_spring_st_4c_new_york_4.png?v=1619020642,4,,,,,,,,,,,,,,,,,,,,,,
330_spring_st_4c_new_york,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/330_spring_st_4c_new_york_5.png?v=1619020642,5,,,,,,,,,,,,,,,,,,,,,,
257_n_coconut_ln_miami_beach,257 N Coconut Ln Miami Beach,"<p>Enjoy the new place purchase without worrying about lots aspects and nuances we can easily solve.</p>
<p><strong><span style=""text-decoration: underline;"">Your trust will be justified.</span></strong></p>
<p>Taking into consideration all your demands and wishes we will find an ideal solution: neighbors, area, number of rooms, floor, condo or house - individual approach to each client is our main principle. We know that search for a suitable house and its purchase can't be compared with everyday shopping. First of all, it is more expensive and requires a more careful attitude. If you are going to find a new home, then you are looking for a place where you can just forget about all your problems and relax. You need a place to hide from everyday fuss and have a cup of tea with your friends and relatives.</p>
<p>Or, maybe, you are going to find a place for loud parties you are going to organize for your mates and colleagues. No matter what you wish to turn it into, the most important thing is to find the suitable one for your particular occasion and that is our task. We have a long list of multitude propositions. Homes for sale, homes for rent, professional recommendations what to pay attention at, price scale for various budget solutions. Trust our experience and we will help you make the right choice. Our website is made to become your reliable guide being organized in a simple manner, so you can easily find the needed proposition. True-to-life photos, comprehensive descriptions. We are always ready to get in touch and answer all your questions.</p>
<p><span style=""text-decoration: underline;""><em>All information is carefully checked and constantly renewed. Let us take all your troubles concerning the new place search. You will be pleased with the result. Enjoy the new place purchase without worrying about lots aspects and nuances we can easily solve. </em></span></p>
<p>Your trust will be justified. We know that search for a suitable house and its purchase can't be compared with everyday shopping. First of all, it is more expensive and requires a more careful attitude. If you are going to find a new home, then you are looking for a place where you can just forget about all your problems and relax. You need a place to hide from everyday fuss and have a cup of tea with your friends and relatives.</p>",Apparelix,Golf Course Homes,"",true,Interior,Bright,,,,,327AE-6,700.0,,99,deny,manual,1500.00,,false,true,'327038522,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/257_n_coconut_ln_miami_beach_1.png?v=1619020629,1,,false,,,,,,,,,,,,,,,,,kg,,,active
257_n_coconut_ln_miami_beach,,,,,,,,Dark,,,,,556-62225,1500.0,,1,deny,manual,1400.00,1800.00,true,true,'48245687465,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/257_n_coconut_ln_miami_beach_2.png?v=1619020629,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/257_n_coconut_ln_miami_beach_2.png?v=1619020629,kg,,,
257_n_coconut_ln_miami_beach,,,,,,,,Other,,,,,'64554,300.0,shopify,50,deny,manual,1300.00,,true,true,'2353565467,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/257_n_coconut_ln_miami_beach_3.png?v=1619020629,3,,,,,,,,,,,,,,,,,,,kg,,,
257_n_coconut_ln_miami_beach,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/257_n_coconut_ln_miami_beach_4.png?v=1619020629,4,,,,,,,,,,,,,,,,,,,,,,
257_n_coconut_ln_miami_beach,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/257_n_coconut_ln_miami_beach_5.png?v=1619020629,5,,,,,,,,,,,,,,,,,,,,,,
250_s_coconut_ln_miami_beach,250 S Coconut Ln Miami Beach,"<p><em>Let us take all your troubles concerning the new place search. You will be pleased with the result. </em></p>
<p>Enjoy the new place purchase without worrying about lots aspects and nuances we can easily solve.</p>
<p><strong>Your trust will be justified.</strong> Taking into consideration all your demands and wishes we will find an ideal solution: neighbors, area, number of rooms, floor, condo or house - individual approach to each client is our main principle. We know that search for a suitable house and its purchase can't be compared with everyday shopping.</p>
<p><span style=""text-decoration: underline;"">First of all, it is more expensive and requires a more careful attitude.</span> If you are going to find a new home, then you are looking for a place where you can just forget about all your problems and relax. You need a place to hide from everyday fuss and have a cup of tea with your friends and relatives. Or, maybe, you are going to find a place for loud parties you are going to organize for your mates and colleagues. No matter what you wish to turn it into, the most important thing is to find the suitable one for your particular occasion and that is our task. We have a long list of multitude propositions. Homes for sale, homes for rent, professional recommendations what to pay attention at, price scale for various budget solutions.</p>
<p>Trust our experience and we will help you make the right choice. Our website is made to become your reliable guide being organized in a simple manner, so you can easily find the needed proposition. True-to-life photos, comprehensive descriptions. We are always ready to get in touch and answer all your questions. All information is carefully checked and constantly renewed. Let us take all your troubles concerning the new place search. You will be pleased with the result. Enjoy the new place purchase without worrying about lots aspects and nuances we can easily solve. Your trust will be justified. If you are going to find a new home, then you are looking for a place where you can just forget about all your problems and relax. You need a place to hide from everyday fuss and have a cup of tea with your friends and relatives. Or, maybe, you are going to find a place for loud parties you are going to organize for your mates and colleagues.</p>",Apparelix,Beach Homes,"Blog, Condos, Homes",true,Title,Default Title,,,,,"",0.0,shopify,98,deny,manual,1800.00,,true,true,"",https://cdn.shopify.com/s/files/1/0562/5135/1202/products/250_s_coconut_ln_miami_beach_1.png?v=1619020615,1,,false,,,,,,,,,,,,,,,,,kg,,,active
250_s_coconut_ln_miami_beach,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/250_s_coconut_ln_miami_beach_2.png?v=1619020615,2,,,,,,,,,,,,,,,,,,,,,,
250_s_coconut_ln_miami_beach,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/250_s_coconut_ln_miami_beach_3.png?v=1619020615,3,,,,,,,,,,,,,,,,,,,,,,
250_s_coconut_ln_miami_beach,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/250_s_coconut_ln_miami_beach_4.png?v=1619020615,4,,,,,,,,,,,,,,,,,,,,,,
250_s_coconut_ln_miami_beach,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/250_s_coconut_ln_miami_beach_5.png?v=1619020615,5,,,,,,,,,,,,,,,,,,,,,,
235_s_avenue_20,235 S Avenue 20,"<p><strong>If you are looking for a place to buy or rent, we know what to offer you. </strong></p>
<p><span style=""text-decoration: underline;"">Taking into consideration all your demands and wishes we will find an ideal solution: neighbors, area, number of rooms, floor, condo or house - individual approach to each client is our main principle. </span></p>
<p>We know that search for a suitable house and its purchase can't be compared with everyday shopping. First of all, it is more expensive and requires a more careful attitude. If you are going to find a new home, then you are looking for a place where you can just forget about all your problems and relax. You need a place to hide from everyday fuss and have a cup of tea with your friends and relatives. <span style=""text-decoration: underline;"">Or, maybe, you are going to find a place for loud parties you are going to organize for your mates and colleagues.</span> No matter what you wish to turn it into, the most important thing is to find the suitable one for your particular occasion and that is our task. We have a long list of multitude propositions. Homes for sale, homes for rent, professional recommendations what to pay attention at, price scale for various budget solutions. Trust our experience and we will help you make the right choice.</p>
<p>Our website is made to become your reliable guide being organized in a simple manner, so you can easily find the needed proposition. True-to-life photos, comprehensive descriptions. We are always ready to get in touch and answer all your questions. All information is carefully checked and constantly renewed. Let us take all your troubles concerning the new place search. You will be pleased with the result. <em>Enjoy the new place purchase without worrying about lots aspects and nuances we can easily solve. Your trust will be justified.</em> Taking into consideration all your demands and wishes we will find an ideal solution: neighbors, area, number of rooms, floor, condo or house - individual approach to each client is our main principle. We know that search for a suitable house and its purchase can't be compared with everyday shopping. First of all, it is more expensive and requires a more careful attitude. If you are going to find a new home, then you are looking for a place where you can just forget about all your problems and relax. </p>",Apparelix,New Homes,"Condos, Homes for Sale, Rentals",true,Interior,Bright,Size,30x30m,Fullness,furnished,,1199.978614835,shopify,100,continue,manual,2000.00,2500.00,true,true,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/235_s_avenue_20_1.png?v=1619020600,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/235_s_avenue_20_1.png?v=1619020600,lb,,,active
235_s_avenue_20,,,,,,,,Dark,,30x30m,,furnished,,2500.0,shopify,100,deny,manual,1400.00,1700.00,true,true,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/235_s_avenue_20_2.png?v=1619020600,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/235_s_avenue_20_2.png?v=1619020600,kg,,,
235_s_avenue_20,,,,,,,,Bright,,90x90m,,furnished,,800.000862969,shopify,1,deny,manual,1200.00,1500.00,true,true,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/235_s_avenue_20_3.png?v=1619020600,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/235_s_avenue_20_3.png?v=1619020600,oz,,,
235_s_avenue_20,,,,,,,,Dark,,90x90m,,empty,,100.0,shopify,13,continue,manual,1000.00,1200.00,true,true,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/235_s_avenue_20_4.png?v=1619020600,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/235_s_avenue_20_4.png?v=1619020600,g,,,
235_s_avenue_20,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/235_s_avenue_20_5.png?v=1619020600,5,,,,,,,,,,,,,,,,,,,,,,
